road,tract
279,97
382,92
282,96
279,96
279,96
279,96
279,96
279,96
279,96
279,96
279,96
280,92
280,92
280,92
280,92
384,92
266,92
266,92
382,92
382,92
270,92
38,92
270,92
270,92
284,92
270,92
272,94
273,94
270,92
273,94
270,92
270,92
270,92
270,92
270,92
270,92
273,94
273,94
273,95
273,95
273,95
287,95
287,95
287,95
287,95
287,95
287,99
287,99
385,99
291,99
292,2
289,2
289,2
289,2
386,2
289,2
289,2
387,2
388,2
301,2
66,2
66,2
66,2
73,2
74,2
74,2
73,2
75,2
77,2
81,2
305,91
305,91
305,91
138,7
389,13
20,12
20,12
20,12
20,12
20,12
20,12
262,114
20,114
19,13
306,5
306,5
306,5
306,5
63,5
13,7
13,7
14,7
13,7
2,5
2,5
2,5
143,12
143,13
143,12
143,12
143,13
5,2
5,5
5,5
2,2
2,5
2,5
63,5
5,2
63,5
70,5
5,5
5,5
2,5
2,2
2,2
5,2
71,2
5,2
5,5
5,5
2,5
2,5
2,2
2,5
2,5
2,5
20,12
20,12
20,85
20,85
20,85
13,13
13,86
13,86
2,2
20,12
20,12
20,85
20,85
390,86
13,86
5,5
5,5
2,2
2,5
195,41
174,44
174,44
174,44
122,44
122,44
122,46
122,46
122,46
122,46
103,38
103,38
195,41
195,41
391,64
391,64
174,65
392,65
180,64
180,65
195,65
393,64
174,64
174,65
102,65
102,65
102,65
180,65
35,24
102,65
102,65
195,65
91,24
92,32
35,24
195,65
35,24
93,24
195,65
93,29
35,28
182,46
35,51
92,51
35,51
182,46
144,51
394,46
182,46
189,52
182,46
395,46
182,46
35,52
182,46
102,46
333,81
333,68
182,46
397,68
108,40
396,68
108,40
182,40
182,40
182,40
398,68
383,113
399,113
383,113
182,36
182,38
383,113
383,113
332,38
383,113
182,38
383,113
182,38
399,113
400,108
182,46
182,46
398,68
182,46
383,113
383,113
383,113
51,1
114,40
76,22
108,40
72,1
51,1
72,1
76,22
51,1
108,40
128,1
51,1
108,40
51,1
114,40
76,17
82,1
76,17
76,17
111,76
35,14
35,14
111,76
22,14
35,14
92,32
35,24
42,40
103,40
89,1
103,40
260,14
260,14
42,40
260,14
108,40
260,43
182,40
250,43
182,40
260,43
182,40
182,36
260,43
260,43
114,40
260,43
108,40
260,43
89,43
260,43
108,40
50,14
114,40
50,14
114,40
114,40
151,14
151,14
36,14
36,24
401,40
401,40
401,40
40,24
36,24
36,24
401,40
108,40
36,24
316,24
36,24
182,40
401,40
40,28
188,28
108,40
40,28
108,40
402,76
40,55
40,51
228,76
40,51
40,51
228,76
114,40
40,52
40,52
216,76
228,76
114,40
134,52
134,52
135,52
216,76
228,76
108,40
137,52
36,52
36,52
226,76
228,76
140,52
114,76
114,76
402,76
142,53
216,76
114,76
216,19
114,76
142,53
114,40
114,40
114,40
114,40
42,40
114,36
114,36
114,36
114,36
114,38
114,38
403,53
403,53
174,44
174,44
122,44
403,53
174,44
174,64
35,24
174,64
35,24
174,64
35,24
174,64
393,64
92,33
92,33
35,24
35,24
35,24
92,33
35,24
122,46
92,29
122,46
122,46
66,28
92,55
92,51
35,51
174,64
92,51
174,65
92,56
92,56
102,65
145,56
102,65
102,65
92,57
102,65
92,57
102,65
92,57
139,52
181,65
139,52
139,52
102,65
102,65
140,52
72,1
103,48
72,1
43,1
103,67
72,14
102,46
404,67
76,17
103,67
76,17
50,1
102,46
49,1
103,38
122,48
103,48
40,14
122,48
35,14
122,48
122,48
35,24
122,48
122,48
35,24
122,48
185,47
122,48
91,24
35,24
35,24
122,49
35,24
122,49
82,1
122,31
162,39
1,1
57,31
57,0
72,0
1,1
36,0
35,0
43,0
35,0
35,0
35,0
79,1
88,0
35,0
1,1
82,0
82,0
43,0
35,0
43,0
35,0
35,1
43,1
43,1
43,1
86,0
249,0
86,0
86,0
86,0
120,45
60,1
120,45
43,1
120,45
43,1
43,1
120,45
120,45
35,15
120,45
22,15
22,15
25,15
120,45
22,15
22,15
22,16
22,16
82,1
22,16
405,16
25,16
82,1
22,16
22,16
22,6
22,6
82,1
131,6
25,6
85,1
22,6
28,6
28,6
0,1
0,1
342,6
48,1
343,6
343,6
258,6
408,26
408,27
0,1
1,1
246,27
246,27
1,1
63,27
82,1
246,27
47,3
47,3
0,22
63,5
63,5
408,27
409,27
409,27
410,27
0,22
47,3
6,3
47,3
4,22
409,27
411,27
411,27
63,5
63,5
63,2
47,3
71,2
78,2
5,2
47,3
47,3
6,3
47,3
47,3
6,3
47,3
47,3
6,3
412,3
6,3
6,3
5,2
412,3
412,3
6,3
5,2
6,3
15,9
6,3
6,3
15,9
6,3
6,3
15,9
6,3
6,3
2,5
2,5
4,4
4,4
6,3
5,2
53,4
5,2
53,4
71,2
54,4
5,2
2,2
54,4
54,4
54,4
54,4
11,4
15,9
70,5
51,4
17,9
15,8
15,8
5,2
44,20
15,20
15,8
413,11
44,20
15,20
414,20
5,5
2,5
5,2
44,20
45,20
5,2
45,20
71,2
5,2
2,2
44,20
54,4
54,4
54,4
54,4
54,4
54,4
54,4
5,2
54,4
6,3
11,4
51,4
51,4
15,8
5,2
2,2
47,3
47,3
47,3
47,3
60,22
2,5
51,4
60,22
60,22
60,22
72,1
51,1
71,2
5,2
51,1
51,1
70,5
60,1
51,1
128,1
51,1
51,1
51,1
51,1
5,2
1,1
82,1
82,1
0,3
47,3
5,2
0,22
0,22
0,1
5,2
5,2
0,1
48,1
5,2
0,0
71,2
0,1
5,2
2,2
1,1
1,1
1,1
1,1
126,1
2,2
2,5
126,1
126,1
2,5
126,1
126,1
126,1
5,2
5,2
126,1
126,1
126,1
5,2
126,1
126,1
126,1
2,2
126,1
191,53
415,53
2,2
2,5
71,2
5,2
5,2
415,53
416,53
415,53
417,53
418,53
418,53
418,53
5,5
2,2
418,53
372,52
2,5
142,81
2,5
142,81
140,52
194,81
194,81
142,53
142,53
234,81
39,53
20,12
20,12
191,53
20,85
191,53
20,85
191,53
191,53
13,13
191,53
306,5
191,53
191,53
306,5
191,53
191,53
191,53
403,53
9,4
63,5
13,7
403,53
13,7
138,7
306,5
306,5
13,7
403,115
13,7
13,7
13,7
403,115
403,116
403,116
403,116
143,13
420,117
143,12
420,117
421,117
143,13
143,13
421,117
143,12
143,13
139,117
5,2
5,2
403,53
403,53
71,2
5,2
2,2
422,52
403,53
403,53
35,55
2,5
35,55
92,51
2,5
92,51
2,5
92,51
261,12
35,51
35,51
92,51
35,51
66,2
63,5
92,51
144,51
20,51
141,51
20,51
20,115
66,2
63,5
93,29
93,24
35,24
94,29
92,29
92,29
35,28
96,29
92,29
5,2
92,54
5,2
92,54
35,28
35,28
92,55
92,55
92,55
35,55
35,55
2,2
72,1
72,1
72,1
2,5
72,1
72,1
2,5
72,1
72,1
5,2
5,2
72,14
76,17
72,14
72,14
92,14
5,2
92,15
92,15
35,14
92,32
35,24
35,24
92,32
93,24
51,1
16,9
5,2
72,1
51,1
17,9
5,2
5,2
60,1
51,1
128,1
51,1
1,1
51,1
148,26
63,26
66,26
258,27
63,26
63,27
66,27
66,27
82,1
82,1
66,5
82,1
74,2
74,2
73,2
124,47
30,39
73,2
75,2
319,39
74,2
30,39
30,39
66,2
66,2
66,2
66,2
66,2
77,2
71,2
78,2
63,2
63,2
63,2
63,2
30,31
30,31
30,21
30,21
5,2
147,2
81,2
30,21
30,21
30,21
5,2
30,21
71,2
30,21
30,21
0,22
71,2
82,1
2,2
41,19
338,19
72,14
76,17
36,19
338,19
111,18
36,19
35,15
42,35
35,14
107,35
36,18
92,32
107,35
92,32
92,32
30,39
92,32
153,32
91,24
30,39
30,39
30,47
92,33
93,24
92,33
30,47
30,47
96,29
30,47
98,29
335,19
66,29
67,29
335,19
66,29
423,19
30,39
424,18
30,39
215,19
107,39
33,19
107,39
33,19
76,39
72,18
76,39
76,39
72,18
76,39
76,39
36,19
76,31
76,31
36,19
76,31
76,31
36,19
76,31
76,31
111,19
76,21
76,21
111,19
72,0
72,0
72,0
72,0
72,0
76,22
76,22
76,22
76,22
76,22
72,1
72,1
72,14
76,17
103,37
103,38
425,37
105,37
105,37
105,37
105,37
185,47
171,47
122,46
122,46
103,38
103,38
122,44
122,46
122,46
122,46
426,119
426,119
426,119
426,119
426,119
426,119
426,119
427,119
111,41
428,41
111,41
110,41
195,41
195,41
195,41
195,41
195,41
208,41
195,41
49,1
195,44
195,44
92,14
195,44
195,44
114,44
49,1
122,46
122,46
45,17
103,38
122,48
122,48
187,47
216,107
216,19
429,19
337,19
337,107
337,34
187,34
187,34
187,34
187,34
187,34
187,35
187,35
187,35
187,35
187,47
187,47
187,47
319,47
187,47
187,47
216,107
216,107
216,107
216,107
216,72
216,72
216,19
430,19
430,19
103,107
216,107
216,107
216,107
216,107
204,72
334,72
334,72
204,72
334,72
204,72
216,72
204,19
103,19
103,19
103,19
103,107
103,107
103,107
103,107
103,107
103,40
103,40
103,40
103,40
103,36
103,36
105,37
103,37
103,38
103,38
103,38
103,38
106,38
103,38
103,38
122,48
42,40
42,40
42,40
42,40
42,40
42,40
42,40
42,40
42,40
182,36
42,40
42,40
42,40
103,38
103,38
106,38
103,38
122,48
334,36
200,41
200,41
199,41
199,44
200,41
200,41
199,44
199,44
199,44
106,44
195,41
195,44
106,44
174,44
174,44
431,41
200,41
200,41
200,41
200,41
431,41
431,41
431,41
199,41
199,44
199,44
199,44
199,44
199,44
199,44
106,44
106,44
106,44
106,44
195,44
114,44
122,46
122,46
122,46
122,46
122,46
122,46
122,46
122,48
122,48
122,48
122,48
122,48
103,48
103,48
103,48
103,67
103,67
404,67
103,67
103,67
103,67
103,67
182,46
51,0
432,46
103,67
178,65
174,65
392,65
178,65
177,65
180,65
392,65
180,65
178,65
180,65
392,65
178,65
180,65
178,65
178,65
178,65
195,65
178,46
177,65
174,65
177,65
102,65
102,65
102,65
102,65
182,46
182,46
394,46
181,65
182,46
395,46
102,65
102,46
102,46
200,41
199,41
200,41
199,44
200,41
200,38
200,38
114,38
54,21
200,38
200,38
200,38
182,38
182,38
182,38
182,38
182,38
199,44
106,44
106,44
106,44
106,44
106,44
195,44
114,38
114,44
54,21
122,46
122,46
122,46
103,38
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,49
122,49
122,31
76,39
57,31
57,0
72,0
100,0
36,0
36,0
36,0
35,0
35,0
35,0
36,0
35,0
43,0
35,0
35,0
36,0
35,0
35,0
43,0
35,0
35,0
35,0
36,0
36,0
36,0
35,0
43,0
35,1
340,18
340,18
35,1
43,1
35,1
43,1
35,1
424,18
340,18
52,19
51,1
52,19
6,3
41,19
41,19
41,19
111,19
43,1
43,1
6,3
56,19
43,18
6,3
43,18
43,18
6,3
43,18
22,14
43,18
6,3
57,0
43,0
23,15
22,15
25,15
43,0
43,0
22,15
22,15
43,0
22,15
43,0
43,0
22,16
22,16
22,16
22,16
25,16
35,0
25,16
22,16
43,0
35,0
22,6
22,6
25,6
43,0
22,6
131,6
25,6
25,6
88,0
88,0
22,6
88,0
90,0
89,0
28,6
28,6
89,1
28,6
28,6
82,1
258,6
343,6
82,1
343,6
408,26
408,27
82,1
408,27
63,27
63,27
63,27
246,27
63,7
63,5
63,5
409,27
82,1
82,1
82,1
82,1
71,2
78,2
82,1
5,2
5,2
82,1
5,2
82,0
411,27
82,0
82,0
82,0
344,27
82,0
82,0
411,27
83,0
5,2
83,0
83,0
79,0
83,0
83,0
83,0
83,0
83,0
5,2
119,45
2,2
119,45
119,45
119,45
2,2
2,5
120,45
2,5
5,2
5,2
5,2
71,2
5,2
5,2
5,2
5,2
5,2
5,2
120,45
5,2
5,2
120,45
120,45
5,2
120,45
120,45
71,2
5,2
2,2
120,45
120,45
2,2
2,5
121,0
2,5
5,2
120,45
120,45
2,2
120,45
120,45
2,2
2,5
123,45
2,5
120,45
2,5
120,45
120,45
5,2
5,2
120,45
120,45
79,1
89,1
89,1
172,1
89,1
71,2
89,43
5,2
89,43
151,45
119,45
89,1
89,1
70,2
82,1
82,1
82,1
82,1
82,1
82,1
82,1
82,1
82,1
2,2
82,1
63,5
82,1
82,1
82,1
82,1
82,1
82,1
49,14
129,14
49,14
36,14
49,14
5,5
63,5
40,14
36,14
49,1
36,14
49,1
172,14
5,2
36,14
5,2
36,14
36,14
62,14
2,2
62,14
2,5
36,14
40,24
36,24
40,24
36,24
40,24
2,5
40,24
40,24
2,5
188,28
66,2
63,5
40,55
40,51
40,51
5,2
40,51
40,51
5,2
40,52
134,52
40,52
134,52
71,2
5,2
2,2
36,52
137,52
142,53
66,2
66,2
63,5
140,53
142,53
89,1
5,5
2,5
82,1
2,5
2,5
89,1
89,1
2,5
2,5
82,1
82,1
82,1
82,1
19,13
89,1
306,5
82,1
306,5
306,5
306,5
85,1
13,7
66,5
85,1
13,7
85,1
13,7
85,1
138,7
85,1
49,43
49,0
86,0
389,13
119,45
119,45
119,45
306,5
176,45
120,45
120,45
306,5
120,0
13,7
13,7
63,5
13,7
120,45
121,0
13,7
143,13
307,13
143,13
5,2
5,2
82,0
5,2
86,0
2,2
86,0
86,0
2,5
2,5
86,0
2,5
86,0
261,12
143,12
120,45
120,45
2,2
120,45
2,5
121,0
2,5
2,5
120,45
120,45
120,45
20,85
20,85
120,45
13,13
20,85
5,2
5,2
82,1
5,2
82,1
82,1
82,1
2,2
82,1
82,0
82,0
2,5
85,1
2,5
2,5
2,5
261,12
143,13
143,12
143,13
126,1
143,12
79,1
143,13
260,14
260,14
260,43
250,43
50,14
260,43
50,14
50,14
1,43
5,2
1,43
151,14
151,14
50,14
152,43
1,43
5,2
5,2
152,43
152,43
5,2
82,1
1,1
1,1
5,2
79,1
1,1
249,1
5,2
249,1
48,14
48,14
36,14
251,14
66,26
129,14
63,26
172,14
408,26
66,26
66,26
66,27
36,14
149,6
66,29
66,27
66,27
66,7
62,14
13,7
66,5
66,5
73,2
73,2
62,14
36,14
66,5
73,2
75,2
40,14
70,5
36,14
36,14
36,24
66,2
66,2
66,2
66,2
66,2
77,2
71,2
78,2
63,2
63,2
63,2
36,24
40,24
36,24
40,24
71,2
5,2
147,2
81,2
40,28
40,28
5,2
40,51
80,2
71,2
40,51
40,51
71,2
72,1
40,51
35,14
35,14
40,51
72,14
40,52
134,52
92,14
379,52
35,14
22,14
40,52
40,53
35,14
39,53
35,68
92,32
192,53
35,24
194,68
192,68
92,32
192,68
213,73
92,32
153,32
260,43
213,73
92,32
213,73
192,69
196,77
92,33
93,24
192,70
192,70
94,29
92,29
192,70
49,43
192,70
192,70
192,70
66,29
221,70
49,0
192,70
72,18
76,39
76,39
76,39
72,18
72,18
72,18
76,39
72,0
76,31
76,31
76,31
192,70
76,31
339,31
76,31
72,0
76,31
76,31
72,0
76,21
192,71
192,71
72,0
192,70
72,0
72,0
72,0
72,0
352,71
213,73
213,74
76,22
76,22
76,22
76,22
76,22
72,1
327,73
213,74
72,1
72,1
72,1
72,1
72,1
105,37
213,75
103,37
217,75
103,38
103,38
425,37
103,38
223,75
105,37
103,38
325,79
103,38
223,75
103,38
105,37
223,75
223,75
324,78
105,37
105,37
157,35
227,78
105,47
227,78
105,47
227,78
171,47
223,75
229,78
159,39
159,39
223,75
229,78
30,39
230,79
30,47
107,39
106,38
103,38
103,38
103,38
103,38
103,38
230,79
103,48
103,38
122,48
103,48
122,48
103,67
103,67
103,67
103,67
230,79
103,67
103,46
103,46
230,79
103,66
195,66
195,66
225,78
229,78
229,78
195,121
75,120
75,120
433,120
225,78
434,120
328,74
240,82
240,82
75,120
330,82
231,78
75,120
242,78
75,122
75,122
231,78
240,83
231,78
240,83
75,122
75,122
75,122
75,122
75,122
240,83
231,78
243,83
435,122
436,23
75,60
75,60
231,78
240,84
437,84
239,70
239,70
239,77
18,23
75,23
160,23
231,78
239,70
75,63
239,70
75,63
438,63
239,71
239,70
439,102
75,102
75,102
239,71
75,102
75,102
239,71
43,1
75,102
36,1
72,1
75,102
25,14
22,14
40,14
35,14
92,32
75,123
75,123
75,123
75,123
35,24
75,123
92,32
440,123
35,24
91,24
440,123
92,32
35,24
75,123
92,33
35,24
35,24
75,123
133,124
133,124
35,28
35,55
133,6
133,6
92,51
35,51
248,52
248,52
133,6
133,6
133,7
13,7
344,52
13,7
333,68
13,7
441,68
198,68
198,68
13,7
13,7
5,2
5,2
5,2
239,68
239,68
56,19
36,19
56,19
5,2
2,2
41,19
56,19
42,19
36,18
107,39
36,18
2,5
107,39
2,5
36,18
72,18
36,18
72,18
36,18
72,18
36,18
57,0
36,0
35,0
143,13
143,13
143,12
143,12
35,0
43,1
143,13
57,0
43,0
43,0
43,0
5,2
35,0
43,0
35,0
43,0
63,2
71,2
78,2
63,2
63,2
63,2
63,2
36,0
36,0
71,2
5,2
5,2
147,2
43,0
80,2
71,2
43,0
0,0
71,2
0,1
0,1
1,1
82,1
82,1
91,24
92,32
82,1
82,1
94,29
66,26
408,26
66,26
92,29
89,1
89,1
1,43
66,27
98,29
66,29
63,27
67,29
66,29
66,27
99,29
66,7
306,7
66,5
172,1
73,2
74,2
73,2
172,1
50,14
73,2
66,2
50,14
66,2
50,14
151,14
66,2
66,2
66,2
66,2
151,14
81,2
80,2
151,14
36,14
72,14
36,24
36,24
76,17
76,17
36,24
40,24
36,24
154,15
22,14
40,24
36,24
35,14
40,24
36,24
92,32
316,24
35,24
40,24
40,28
92,32
92,32
40,51
40,51
40,51
92,32
153,32
92,32
159,39
40,52
159,39
30,39
134,52
36,18
134,52
76,39
76,39
72,18
76,39
76,39
379,52
72,0
76,31
76,31
380,52
76,31
372,52
72,0
72,0
76,31
442,53
76,31
346,53
72,0
72,0
72,0
381,53
72,0
102,0
72,0
72,0
72,0
72,0
72,0
0,1
76,22
76,22
76,22
76,22
76,22
237,113
72,1
72,1
105,37
103,37
237,53
103,38
103,38
105,37
103,38
103,38
103,38
105,37
237,113
105,37
237,113
237,113
237,113
105,37
237,113
105,47
237,113
105,47
237,113
237,113
237,113
30,47
103,38
237,113
103,38
122,48
383,113
122,48
122,48
237,113
122,48
105,47
187,47
187,47
187,47
187,47
187,47
105,37
443,126
444,126
444,126
105,37
445,126
105,37
445,126
446,125
443,126
448,125
42,40
446,125
447,125
447,125
42,40
443,126
445,126
42,40
444,126
42,40
444,126
110,41
110,41
112,41
112,41
113,41
108,41
449,126
195,41
450,126
450,127
195,41
195,41
451,129
451,129
452,129
195,41
42,40
451,129
451,130
451,130
110,41
115,41
115,41
451,130
110,41
113,42
195,41
195,41
195,41
451,130
195,41
195,41
195,41
451,130
453,131
208,41
454,132
456,132
456,132
457,132
451,131
456,132
456,132
195,41
200,41
458,132
459,121
460,132
460,132
199,44
451,132
199,44
451,132
106,44
459,121
459,121
106,44
459,121
459,120
106,44
459,120
106,44
106,44
195,44
459,120
114,44
195,46
195,46
175,46
459,59
195,46
459,59
461,64
195,64
459,59
125,9
459,9
195,46
195,64
195,64
195,64
195,64
195,64
459,9
195,64
7,9
195,64
6,3
6,3
6,3
6,3
178,46
6,3
97,3
391,64
391,64
195,64
462,46
4,22
0,22
36,1
102,46
182,46
0,1
182,46
48,1
174,64
0,1
1,1
174,64
82,1
82,1
174,64
174,64
177,65
174,65
102,65
102,65
102,65
1,1
1,1
180,65
1,1
102,65
126,1
1,1
181,65
1,1
102,65
195,65
79,1
195,65
79,1
79,1
195,65
392,46
182,46
79,1
79,1
182,46
124,49
1,1
463,49
124,49
172,43
49,43
49,43
124,49
49,43
102,58
49,43
124,49
49,43
49,43
49,43
85,43
124,49
49,43
49,0
49,0
120,45
125,49
119,45
124,49
119,45
125,49
119,45
125,49
119,45
119,45
125,49
102,49
119,45
119,45
125,49
119,45
176,45
125,49
125,49
125,49
120,45
120,45
120,45
125,49
120,0
122,49
120,0
120,0
120,45
124,49
121,0
124,49
124,49
124,49
124,49
124,49
102,49
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,48
187,47
187,47
105,37
157,35
120,45
187,47
187,47
105,37
120,45
103,37
120,45
120,45
120,45
425,37
120,45
120,45
105,37
120,45
89,43
89,43
105,37
119,45
119,45
119,45
119,45
103,38
103,38
103,38
120,45
106,38
120,45
103,38
120,45
103,38
103,48
120,45
120,45
1,1
103,67
79,1
1,1
103,67
103,67
103,67
1,1
103,67
1,43
103,67
172,43
103,67
103,67
49,43
49,43
49,43
89,43
432,67
89,43
103,46
1,1
249,1
249,1
249,1
249,1
51,1
51,1
75,120
51,1
51,1
464,120
75,122
89,1
89,1
82,1
75,122
89,1
75,122
249,1
75,122
249,1
435,122
436,23
0,1
1,1
75,60
465,60
1,1
18,23
75,23
1,1
1,1
1,1
75,23
75,23
75,63
1,1
172,43
438,63
49,43
75,63
49,43
466,63
49,43
439,102
467,102
75,102
49,43
49,43
75,102
75,102
75,102
85,43
49,43
75,102
49,0
86,0
75,103
75,103
119,45
75,103
119,45
119,45
119,45
308,103
75,103
75,103
468,103
120,0
120,0
120,0
121,0
75,123
133,6
133,6
133,6
133,6
133,6
133,6
120,45
121,0
120,45
120,45
5,2
123,45
120,45
120,45
120,45
120,45
120,45
82,1
82,1
82,0
85,1
82,0
5,2
82,0
86,0
86,0
86,0
86,0
86,0
86,0
5,2
120,45
71,2
5,2
120,45
5,2
5,2
120,45
120,45
5,2
120,45
120,45
120,45
71,2
82,1
5,2
2,2
82,1
82,1
2,2
2,5
82,1
2,5
2,5
5,2
5,2
49,14
48,14
5,2
49,1
49,1
49,1
71,2
5,2
2,2
1,1
251,1
30,8
30,8
30,8
30,17
2,5
5,2
5,2
6,8
30,8
5,2
11,11
5,2
2,2
6,17
2,2
25,14
49,14
11,11
30,8
6,8
5,2
49,17
5,2
5,2
49,17
72,1
36,1
5,2
48,14
49,14
71,2
50,1
5,2
49,1
49,1
2,2
5,2
5,2
49,1
79,1
5,2
71,2
5,2
2,2
251,43
2,2
82,1
2,5
2,5
1,1
2,5
2,5
1,1
261,12
79,1
1,1
20,12
262,91
2,2
2,2
82,1
2,5
1,1
1,1
5,2
5,2
79,1
1,1
5,2
1,43
40,14
36,14
71,2
48,14
172,14
5,2
2,2
172,14
50,14
2,2
63,5
172,14
62,14
172,43
172,43
5,2
36,14
36,24
5,2
36,24
40,24
36,24
40,24
71,2
36,24
40,24
5,2
40,24
40,24
2,5
2,5
36,24
2,5
2,5
2,12
36,24
2,12
35,28
92,29
63,29
20,12
20,12
63,28
469,54
469,54
68,28
469,54
68,28
470,54
68,28
305,12
92,55
470,54
471,54
51,1
20,12
20,12
19,13
49,17
72,1
72,14
306,5
306,5
49,14
76,17
13,7
14,7
13,7
49,14
48,14
13,7
138,7
76,17
76,17
92,14
92,17
92,15
35,14
92,32
13,7
63,5
13,7
35,24
92,32
92,32
13,7
92,32
13,7
92,33
35,24
92,33
2,5
93,24
2,5
92,33
92,29
51,1
51,1
128,1
51,1
51,1
1,1
82,1
143,13
143,13
143,12
143,12
82,1
307,13
143,13
1,1
1,1
5,5
2,2
2,5
1,1
79,1
2,2
1,1
1,1
1,1
82,1
2,2
1,1
5,2
5,2
1,1
5,2
71,2
5,2
2,2
5,2
82,1
5,2
72,0
76,31
76,31
339,31
2,2
5,2
72,0
5,2
72,0
71,2
35,0
88,0
5,2
88,0
88,0
88,0
5,2
89,0
89,0
2,2
2,5
2,5
89,1
82,1
38,41
472,41
38,41
38,41
38,119
38,119
20,12
38,119
118,119
38,119
20,85
475,119
38,119
20,85
38,119
38,72
133,27
476,103
476,103
476,103
430,19
476,103
476,103
27,103
38,19
27,103
27,16
38,19
27,16
338,19
338,19
477,34
42,35
107,35
159,39
406,6
478,6
64,6
64,6
64,27
409,27
72,18
76,39
72,18
76,39
480,133
409,27
38,119
38,119
481,27
480,134
482,119
484,134
413,11
485,50
413,50
443,133
443,133
413,50
443,134
413,50
443,134
486,15
413,15
413,15
413,16
443,135
413,16
443,136
443,136
487,103
443,136
476,103
443,136
488,134
487,103
413,16
489,136
30,21
489,137
489,137
489,125
490,138
51,22
490,138
30,22
30,22
30,22
23,15
22,15
22,15
30,8
30,8
30,17
30,17
30,17
25,15
25,15
22,15
413,11
44,20
22,15
22,15
22,16
414,11
22,16
122,48
22,16
122,48
22,16
122,48
22,16
122,48
122,48
25,16
122,49
22,16
25,6
122,49
22,6
25,6
122,49
22,6
25,6
22,6
132,6
30,31
30,31
51,1
132,6
491,6
491,6
30,31
13,6
30,31
30,31
133,7
51,1
13,7
30,21
30,21
30,21
122,48
183,48
76,22
122,48
122,48
122,48
122,48
13,7
122,46
13,7
13,7
122,48
13,7
307,13
13,13
13,86
122,46
13,86
13,86
13,86
13,86
262,139
195,46
13,139
122,44
13,140
13,140
13,140
122,44
492,140
493,141
13,141
122,44
13,142
13,142
13,139
13,141
426,119
13,142
122,119
13,142
426,119
29,6
29,6
491,6
13,6
133,7
13,7
13,7
51,1
14,7
72,1
111,41
13,7
1,1
13,7
111,41
111,41
138,7
307,13
111,41
111,41
13,13
13,86
111,41
13,86
111,41
111,41
113,41
13,86
195,41
195,41
13,86
13,86
13,86
15,20
195,41
15,20
26,15
25,16
183,48
25,16
413,16
25,16
27,16
22,6
25,6
319,47
25,6
187,47
187,47
28,6
28,6
187,47
29,6
185,47
185,47
319,47
30,8
30,8
185,47
185,47
122,48
30,17
30,17
6,8
124,47
15,17
49,17
122,49
122,49
122,49
44,20
72,1
15,20
49,14
49,14
49,14
124,47
49,14
50,1
319,39
58,39
30,39
49,1
124,47
124,47
49,1
15,20
42,35
42,35
1,1
42,35
42,35
87,43
49,43
49,43
107,35
49,43
49,43
49,43
49,43
30,39
85,43
49,43
30,39
30,47
86,0
30,47
30,47
124,47
124,47
119,45
119,45
119,45
42,40
195,41
120,45
42,40
120,45
120,0
91,24
121,0
42,40
42,40
42,40
42,40
42,40
42,40
35,24
42,40
103,40
42,35
42,35
42,35
92,32
120,45
494,35
195,41
208,41
120,45
120,45
334,36
334,36
195,41
120,45
106,44
195,44
114,38
114,44
120,45
122,46
122,46
122,46
120,45
122,46
120,45
120,45
120,45
120,45
122,46
82,1
82,1
122,48
82,1
103,38
122,48
89,1
200,41
89,1
89,1
195,44
195,44
195,44
195,44
89,1
114,38
251,1
114,44
251,1
251,0
251,1
122,46
251,0
122,46
172,0
86,0
122,46
120,45
122,46
120,45
122,46
51,22
200,41
30,22
51,1
195,41
199,44
30,22
51,1
51,1
89,1
106,44
51,1
51,1
195,41
51,1
51,1
106,44
174,44
174,44
30,22
30,22
30,22
42,40
30,22
30,8
42,40
326,38
30,8
30,17
195,41
326,38
114,36
114,36
326,38
6,8
326,38
114,36
182,40
30,102
182,40
111,76
182,40
111,76
182,40
308,101
103,40
103,40
308,101
103,40
103,40
308,101
308,101
103,40
103,40
30,103
308,101
103,36
103,36
30,103
105,37
105,37
308,101
182,38
200,38
308,101
30,104
308,101
105,37
310,101
103,37
310,101
310,101
310,101
495,106
182,38
326,38
182,38
326,38
326,38
311,106
311,106
103,38
496,101
103,38
30,101
311,106
103,38
30,101
109,38
103,38
106,38
103,38
103,38
200,38
30,15
200,38
200,38
200,38
200,38
30,15
103,38
103,38
30,102
103,38
200,41
199,44
199,44
199,44
30,103
199,44
30,103
199,44
30,103
199,44
497,104
30,11
106,44
332,38
174,44
174,44
174,44
30,8
332,38
30,8
30,8
30,17
332,38
114,38
30,17
114,38
462,38
462,38
51,22
30,22
106,38
106,38
182,38
51,22
30,22
103,38
106,38
103,38
103,38
51,1
30,22
103,38
109,38
30,22
103,38
106,38
108,40
30,22
108,40
182,40
108,40
51,1
108,40
108,40
6,8
103,40
103,40
6,8
103,40
51,1
103,40
51,1
1,1
103,36
105,37
103,37
103,38
82,1
108,40
89,1
89,1
114,40
108,40
82,1
82,1
114,36
82,1
114,38
463,49
462,38
58,31
47,31
122,46
47,31
122,46
47,31
122,46
122,46
47,31
122,44
122,44
155,3
58,9
156,3
15,9
195,46
102,21
102,65
