road,tract
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
0,22
4,3
4,22
4,22
0,1
35,0
0,1
48,1
0,0
1,1
1,1
1,1
1,1
79,1
1,1
87,43
49,43
49,43
49,43
49,43
49,43
49,43
85,1
49,43
85,43
172,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
85,43
83,0
83,0
83,0
172,43
87,1
87,1
49,43
87,1
87,1
172,0
85,1
87,1
87,0
83,0
86,0
87,0
87,0
88,0
90,0
89,0
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
95,31
97,31
97,31
88,21
88,21
88,21
88,21
72,0
88,0
88,0
88,0
88,0
95,31
54,31
54,31
54,31
54,21
54,21
54,21
3,3
0,3
3,3
54,21
54,21
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
7,4
8,4
7,4
9,4
9,4
9,4
9,4
9,4
701,23
18,10
18,10
16,9
15,9
16,9
17,9
15,8
15,8
30,8
30,17
30,17
32,17
32,17
32,17
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,17
6,17
6,17
76,17
76,17
76,17
45,17
3,3
3,3
3,3
3,3
3,3
10,4
53,4
701,23
53,4
61,10
130,63
130,63
130,63
47,10
130,63
58,21
15,58
58,9
58,9
58,9
58,9
58,9
58,9
58,9
58,9
434,9
608,4
10,4
54,31
54,21
54,21
3,3
54,21
0,3
54,21
3,3
54,21
3,3
3,3
172,0
85,1
85,1
85,1
85,1
49,43
260,43
260,1
85,1
85,1
49,43
48,1
0,1
0,1
1,1
1,1
1,1
1,1
1,1
172,1
49,43
87,43
49,43
3,3
0,3
3,3
3,3
3,3
0,3
0,3
47,3
0,22
0,22
36,1
0,1
122,49
125,49
58,31
58,31
58,31
58,31
58,31
626,31
3,31
3,21
3,21
3,3
122,46
122,46
122,48
183,48
122,48
122,48
122,48
122,48
122,48
122,46
462,46
122,46
122,44
122,44
122,44
122,44
122,44
122,44
122,44
122,44
122,44
122,44
114,44
122,46
122,46
122,46
106,38
122,46
103,38
103,38
106,38
103,38
103,38
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,48
122,49
124,47
122,49
122,49
58,31
58,31
58,31
58,31
102,21
88,21
54,21
54,21
54,21
54,21
54,21
3,3
0,3
54,21
54,21
3,3
3,3
3,3
3,3
3,3
3,3
0,3
0,3
0,3
0,22
0,1
0,1
48,1
0,1
0,1
1,1
1,1
1,1
126,1
1,1
1,1
1,1
1,1
1,1
1,1
1,43
3,3
3,3
3,3
54,3
3,3
3,3
0,3
97,21
3,3
3,3
0,3
6,3
0,22
0,22
36,1
0,1
0,0
0,0
1,1
7,4
610,4
8,4
9,4
11,4
58,4
9,4
9,4
9,4
58,4
11,4
61,4
9,4
10,4
61,4
11,4
4,4
3,3
3,3
3,3
3,3
3,3
3,3
0,3
3,3
0,3
3,3
0,3
0,3
0,22
0,1
35,0
48,1
0,1
0,1
0,1
1,1
1,1
1,1
1,1
249,1
1,1
249,1
249,1
250,1
250,1
249,1
249,1
249,1
249,1
0,22
0,22
36,1
82,1
43,1
250,1
250,1
250,1
250,1
51,1
250,1
3,3
0,3
3,3
3,3
3,3
3,3
0,3
0,3
0,22
15,58
15,58
155,3
156,3
156,3
0,3
3,3
3,3
3,3
3,3
15,58
0,3
0,3
0,3
0,3
0,22
0,1
0,1
1,1
1,1
1,1
79,1
1,1
1,1
1,43
83,0
83,0
82,0
83,0
83,0
83,0
87,43
87,1
49,43
87,1
85,1
87,1
83,0
87,0
86,0
87,0
87,0
6,3
610,4
7,4
7,4
7,4
9,4
9,4
9,4
9,4
9,4
18,23
61,10
18,10
16,9
15,9
16,9
17,9
15,8
30,8
30,17
30,17
30,17
414,17
32,17
32,17
32,17
32,17
32,17
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
414,17
76,17
76,17
72,14
76,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
50,1
49,1
49,1
1,1
49,43
49,43
83,0
49,43
49,43
260,43
49,43
49,43
83,0
85,43
49,43
49,0
83,0
120,45
51,1
51,1
51,1
51,0
51,0
51,0
51,0
83,0
83,0
83,0
83,0
79,0
83,0
3,3
3,3
3,3
3,3
0,3
0,3
0,3
47,3
0,22
35,0
0,1
0,1
48,1
0,1
0,0
51,1
3,3
3,3
3,3
3,3
0,3
3,3
54,21
3,3
0,3
3,3
0,3
47,3
0,22
0,1
0,1
48,1
0,1
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
51,0
0,1
48,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
0,3
0,3
47,3
36,1
0,1
3,3
3,3
3,3
0,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
434,9
434,9
608,4
58,9
58,9
58,9
459,9
58,9
58,9
434,9
7,3
7,9
7,9
7,9
3,3
3,3
3,3
3,3
0,3
3,3
97,21
35,0
48,1
0,0
0,1
1,1
1,1
126,1
1,1
79,1
87,43
49,43
79,1
172,43
49,43
87,43
49,43
250,1
250,1
250,1
250,1
250,1
79,1
0,1
48,1
0,0
0,1
0,1
0,1
51,1
0,1
51,1
250,1
128,1
51,1
1,1
51,1
3,3
0,3
3,3
3,3
0,3
3,3
0,3
3,3
3,3
0,3
3,3
3,3
47,3
6,3
0,22
6,3
6,3
0,22
6,3
0,1
6,3
0,1
6,3
6,3
6,3
412,8
6,8
6,8
30,8
30,8
30,8
30,8
30,8
414,17
414,17
32,17
76,17
32,17
32,17
32,17
259,17
30,8
30,8
30,8
30,8
6,17
6,17
414,17
414,17
414,20
45,20
45,11
45,11
413,11
413,11
11,50
11,50
45,11
11,50
413,11
15,9
15,9
15,17
413,11
413,11
413,11
413,11
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
15,9
44,20
413,11
413,11
30,17
30,17
30,17
413,11
413,11
413,11
414,17
414,17
6,8
30,8
30,17
30,17
30,8
15,17
49,17
72,1
15,20
414,17
414,17
49,14
48,14
49,14
50,1
49,1
79,1
172,43
49,43
49,43
49,43
49,43
85,43
51,0
51,0
86,0
86,0
86,0
86,0
746,0
746,0
86,0
746,0
746,0
49,0
3,3
3,3
3,3
0,3
3,3
0,3
3,3
3,3
0,3
47,3
0,22
0,22
0,1
0,1
48,1
0,1
0,1
51,1
51,1
51,1
6,3
4,4
11,4
11,4
11,11
3,3
3,3
3,3
3,3
3,3
3,3
6,3
16,9
16,9
3,3
0,3
3,3
3,3
3,3
97,21
0,3
47,3
0,22
0,1
0,1
0,1
48,1
51,1
49,14
49,14
50,1
49,1
49,1
49,1
49,1
49,1
79,1
1,43
172,1
49,43
49,43
49,43
49,43
49,43
49,43
49,43
85,43
83,0
83,0
83,0
83,0
86,0
87,0
87,0
0,1
48,1
0,1
0,1
51,1
51,1
51,1
51,1
51,0
85,1
51,0
51,0
51,0
3,3
3,3
3,3
3,3
3,3
47,3
0,22
35,0
0,1
155,3
58,9
58,9
58,9
58,9
170,3
3,3
58,9
459,9
7,9
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,3
6,3
15,9
6,3
6,3
15,9
6,3
6,3
6,3
15,9
17,9
15,8
15,8
30,17
32,17
32,17
32,17
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,8
6,8
6,17
414,17
76,17
76,17
259,17
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
6,3
608,4
610,4
7,4
7,4
8,4
9,4
9,4
9,4
9,4
9,4
9,4
4,4
4,4
4,4
10,4
53,4
701,23
18,23
53,4
3,3
3,3
3,3
3,3
0,3
3,3
54,21
3,3
3,3
47,3
0,22
35,0
48,1
0,1
0,0
0,1
1,1
1,1
1,1
1,1
79,1
1,1
1,1
1,1
1,1
1,1
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,8
49,17
49,14
49,14
48,14
49,14
49,14
49,1
49,1
49,1
79,1
1,43
610,4
7,4
8,4
7,4
9,4
3,3
3,3
3,3
3,3
11,4
3,3
3,3
3,3
11,4
4,4
156,3
156,3
3,3
3,3
3,3
3,3
155,3
156,3
691,3
15,9
7,9
15,9
15,9
30,8
30,8
30,17
30,17
30,8
30,8
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,8
30,8
97,31
88,21
3,21
3,3
3,3
3,3
95,31
95,31
54,31
54,31
54,21
54,21
3,3
0,3
3,3
54,21
54,21
3,3
3,3
3,3
3,3
3,3
4,3
6,3
7,4
7,4
8,4
9,4
9,4
9,4
608,4
9,4
61,4
18,23
16,9
15,9
16,9
17,9
15,8
30,8
414,17
72,1
36,1
35,14
49,14
49,14
92,14
45,17
79,1
1,1
83,0
83,0
172,1
83,0
49,43
49,43
87,1
87,1
87,0
83,0
86,0
87,0
87,0
87,0
36,1
0,1
48,1
51,1
51,1
51,0
85,1
51,0
3,3
0,3
3,3
3,3
3,3
97,21
3,3
88,21
88,21
3,3
30,21
0,3
3,3
30,21
0,3
102,21
30,21
30,21
30,21
47,3
0,22
95,31
54,31
54,31
97,31
54,31
97,31
97,21
54,31
88,21
88,21
30,21
30,21
30,21
30,21
0,22
36,1
0,0
51,1
51,1
51,1
85,0
51,1
51,0
51,0
51,1
1,1
51,1
51,1
51,0
1,1
51,0
1,1
79,1
3,3
3,3
0,3
54,3
3,3
0,3
97,21
0,3
0,1
36,1
0,1
0,1
0,0
1,1
1,1
1,1
1,1
1,1
3,3
3,3
3,3
3,3
0,1
0,1
0,1
0,1
1,1
1,1
1,1
1,1
1,1
172,1
49,43
49,43
49,43
49,43
49,43
49,43
85,43
49,43
250,1
250,1
250,1
250,1
249,1
249,1
79,1
1,1
1,1
49,43
87,43
49,43
49,43
49,43
85,43
170,3
15,9
0,3
15,9
3,3
0,3
7,3
7,3
7,3
0,3
0,3
0,3
47,3
0,22
0,22
36,1
43,1
15,9
7,9
7,4
8,4
9,4
9,4
608,4
610,4
9,4
9,4
4,4
4,4
10,4
53,4
53,4
7,4
7,4
9,4
11,4
11,4
11,4
54,4
11,4
51,4
51,4
16,9
16,9
18,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,50
414,17
414,17
414,17
11,50
414,17
485,50
11,50
11,50
11,50
45,20
45,11
45,11
45,17
45,17
45,17
15,17
413,11
44,20
15,20
414,17
414,17
414,20
15,17
44,20
15,20
76,17
76,17
44,20
45,20
45,20
45,17
45,17
45,17
154,15
46,17
46,20
46,20
46,17
154,15
588,20
154,17
154,17
95,31
95,31
54,31
97,31
54,31
97,31
97,21
102,21
102,21
102,21
102,21
72,0
76,22
76,22
76,22
76,22
76,22
76,22
72,1
76,22
88,21
88,21
102,21
47,21
47,3
0,22
35,0
0,0
0,1
51,1
51,1
51,1
51,0
86,0
51,0
51,0
51,0
83,0
83,0
83,0
83,0
251,0
83,0
251,0
251,1
251,1
251,1
251,1
89,1
251,1
251,1
251,0
251,1
251,0
251,0
0,22
36,1
0,1
0,1
0,0
1,1
1,1
1,1
1,1
79,1
1,1
1,43
3,3
0,3
3,3
3,3
97,21
0,22
0,22
3,3
7,4
7,4
7,4
9,4
3,3
3,3
9,4
3,3
608,4
610,4
9,4
61,4
18,23
61,4
18,10
16,9
17,9
15,8
30,17
32,17
32,17
32,17
32,17
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
6,17
6,17
414,17
76,17
76,17
72,14
76,17
259,17
3,3
3,3
3,3
3,3
3,3
95,31
95,31
97,31
54,31
97,31
88,21
0,3
54,31
54,31
54,31
54,21
54,21
3,3
54,21
0,3
54,21
3,3
54,21
3,3
3,3
3,3
3,3
3,3
3,3
6,3
10,4
7,4
7,4
8,4
9,4
11,4
58,4
9,4
9,4
9,4
608,4
11,4
3,3
9,4
61,4
61,4
11,4
9,4
4,4
3,3
3,3
3,3
3,3
3,3
3,3
4,3
7,4
8,4
7,4
9,4
9,4
9,4
608,4
610,4
9,4
9,4
9,4
18,23
61,4
18,10
18,10
16,9
15,9
16,9
17,9
15,8
30,8
414,17
32,17
32,17
32,17
72,1
36,1
72,14
49,14
35,14
48,14
35,14
49,14
50,1
76,17
49,1
49,1
45,17
49,1
1,1
83,0
83,0
82,0
83,0
83,0
87,43
87,1
85,1
87,1
83,0
87,0
86,0
87,0
0,1
0,1
48,1
0,0
1,1
51,1
51,1
51,1
51,1
51,1
51,0
85,1
51,0
51,0
3,3
3,3
3,3
3,3
3,3
97,21
0,1
0,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
610,4
7,4
8,4
9,4
9,4
9,4
608,4
9,4
9,4
701,23
18,23
18,10
16,9
15,9
16,9
15,8
15,8
15,8
30,17
30,17
414,17
414,20
414,17
414,20
45,20
45,20
45,17
45,17
45,17
46,17
46,20
46,20
46,20
46,17
46,17
588,20
60,1
49,14
35,14
60,1
49,14
48,14
72,14
76,17
76,17
250,1
92,14
250,1
79,1
154,15
588,20
588,20
83,0
83,0
83,0
79,0
172,1
83,0
87,43
87,1
49,43
87,1
172,0
87,1
87,0
86,0
87,0
87,0
87,0
51,0
86,0
51,0
30,21
30,21
30,21
30,21
0,22
0,1
0,1
0,1
48,1
0,0
0,1
51,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
51,0
95,31
95,31
54,31
54,31
54,31
97,31
88,21
30,21
30,21
54,31
54,31
3,3
3,3
54,21
3,3
3,3
3,3
3,3
4,3
9,4
10,4
9,4
9,4
6,3
4,4
4,4
18,23
15,9
16,9
18,10
16,9
7,4
7,4
7,4
9,4
9,4
10,4
10,4
10,4
7,4
7,4
9,4
3,3
10,4
3,3
3,3
3,3
6,3
11,4
4,4
3,3
3,3
3,3
0,3
3,3
3,3
0,3
3,3
25,15
47,3
0,22
0,1
48,1
0,0
0,1
0,1
22,15
51,1
51,1
51,1
51,0
51,0
86,0
51,0
51,0
51,0
83,0
83,0
251,1
251,1
251,1
251,1
251,1
251,1
89,1
251,1
251,0
251,1
251,0
83,0
251,0
6,8
30,8
6,17
49,14
49,14
49,14
49,14
49,1
49,1
49,1
251,1
251,1
30,8
32,17
32,17
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,8
6,17
76,17
76,17
76,17
45,17
3,3
3,3
0,3
3,3
3,3
54,21
3,3
3,3
3,3
3,3
3,3
3,3
4,3
0,22
4,3
4,3
4,22
35,0
51,1
51,1
51,1
51,0
86,0
51,0
83,0
83,0
83,0
249,0
249,0
249,0
83,0
251,0
83,0
251,0
51,1
51,1
51,1
51,1
51,0
51,0
86,0
51,0
51,0
0,0
127,1
127,1
127,1
51,1
127,1
250,1
250,1
249,1
250,1
79,1
1,1
249,1
249,1
79,1
1,1
82,1
82,1
82,1
1,1
82,1
126,1
126,1
126,1
89,1
48,1
0,0
0,1
0,1
1,1
82,1
82,1
89,1
102,21
54,21
102,21
54,21
3,3
3,3
54,21
3,3
102,21
102,21
102,21
72,0
72,0
72,0
72,0
0,1
36,1
0,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
30,104
6,3
15,9
15,9
15,9
15,9
15,8
15,8
30,8
30,17
414,17
414,17
32,17
32,17
76,17
32,17
45,17
51,22
51,22
51,1
76,22
51,1
60,22
51,1
51,1
250,1
250,1
250,1
250,1
1,1
87,1
85,1
87,1
85,1
49,1
79,1
79,1
1,1
1,1
1,43
172,1
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
85,43
3,3
3,3
54,21
3,3
3,3
3,3
0,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,8
49,14
49,14
49,14
50,1
51,1
49,1
49,1
47,3
0,1
36,1
0,1
0,1
48,1
0,0
0,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
51,0
86,0
51,0
51,0
0,22
0,1
36,1
0,1
0,1
48,1
0,1
0,1
51,1
51,1
51,1
51,1
51,1
51,0
3,3
0,3
3,3
3,3
3,3
0,3
0,22
0,22
3,3
3,3
3,3
3,3
6,3
3,3
6,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
459,9
155,3
156,3
15,9
58,9
58,9
58,9
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
459,59
459,59
124,59
459,59
459,9
124,59
459,59
459,59
459,9
58,9
459,9
7,3
7,3
7,9
7,9
7,9
3,3
3,3
95,31
95,31
97,31
97,31
88,21
88,21
97,31
88,21
88,21
3,21
3,21
3,3
3,3
3,3
3,3
54,31
54,31
88,21
88,21
3,3
3,3
3,3
102,21
3,3
97,21
0,3
47,21
47,3
88,21
102,21
88,21
88,21
88,21
3,3
3,3
0,3
3,3
3,3
0,3
47,21
3,3
3,3
3,3
4,3
6,3
7,4
7,4
7,4
9,4
9,4
9,4
9,4
4,4
4,4
10,4
53,4
18,23
61,4
15,9
15,9
15,9
15,9
15,9
16,9
15,8
30,8
32,17
32,17
32,17
32,17
6,3
6,3
412,8
6,8
6,8
6,8
6,8
6,17
6,17
414,17
76,17
76,17
76,17
76,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
3,3
3,3
97,3
3,3
0,3
3,3
97,3
47,3
97,3
97,3
0,22
97,3
4,3
97,3
0,22
0,22
35,0
0,1
0,0
1,1
1,1
126,1
1,1
1,1
1,1
1,1
1,1
1,1
79,1
1,1
1,1
1,1
3,3
0,3
3,3
3,3
0,3
47,3
36,1
0,1
0,1
95,31
97,31
54,31
54,31
97,31
88,21
102,21
88,21
97,31
88,21
88,21
3,3
3,3
54,31
88,21
88,21
88,21
88,21
88,21
30,39
30,47
30,47
30,47
124,47
30,39
30,39
58,39
30,31
30,31
30,31
30,31
88,21
88,21
111,34
111,34
111,34
111,34
338,19
477,34
338,19
108,34
338,19
477,34
42,35
107,35
107,35
158,35
30,39
103,40
103,40
103,40
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
36,19
36,19
338,19
107,35
72,18
100,18
100,18
72,18
36,18
100,18
72,0
36,0
72,0
76,31
76,31
72,0
30,21
72,0
88,21
30,21
76,21
30,21
102,21
30,21
30,21
102,21
47,21
3,3
3,3
3,3
3,3
3,3
0,3
3,3
3,3
3,3
0,3
0,3
97,21
47,3
0,22
0,1
0,1
48,1
0,0
0,1
0,1
0,1
1,1
1,1
126,1
249,1
249,1
1,1
249,1
3,3
3,3
0,3
0,3
3,3
0,3
0,22
0,22
250,1
250,1
250,1
6,3
4,4
4,4
11,4
54,4
51,4
11,11
15,9
7,4
7,4
8,4
7,4
9,4
9,4
9,4
608,4
15,9
58,9
630,9
58,4
58,4
436,23
58,4
61,4
436,23
11,4
58,23
436,23
9,4
61,4
61,4
7,4
7,4
8,4
7,4
9,4
9,4
9,4
9,4
9,4
61,4
18,23
61,4
18,10
18,10
3,3
3,3
3,3
3,3
6,3
15,9
15,9
15,9
15,9
15,9
3,3
3,3
3,3
3,3
3,3
3,3
4,3
15,9
15,9
15,9
17,9
15,8
30,8
30,17
414,17
32,17
32,17
32,17
45,17
72,1
36,1
72,14
35,14
49,14
35,14
49,14
50,1
76,17
49,1
49,1
92,14
45,17
79,1
1,1
83,0
172,43
87,1
87,1
172,0
85,1
87,1
86,0
87,0
87,0
87,0
51,0
86,0
83,0
97,31
54,31
54,31
97,31
54,31
88,21
88,21
72,0
88,0
88,0
89,0
51,1
51,1
85,1
54,31
54,21
54,21
3,3
54,21
0,3
54,21
54,21
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
54,21
3,3
97,21
97,31
97,31
97,21
88,21
88,21
102,21
30,21
30,21
30,21
30,21
30,21
95,31
95,31
54,31
54,31
54,31
54,31
54,31
54,21
54,21
54,21
54,21
0,3
0,3
97,21
0,3
47,3
0,22
0,1
35,0
0,1
0,0
0,1
1,1
1,1
1,1
126,1
249,1
1,1
249,1
1,1
249,1
250,1
172,1
49,43
49,43
87,43
49,43
49,43
49,43
49,43
49,43
85,43
49,43
49,43
49,0
83,0
83,0
83,0
79,0
83,0
83,0
87,0
86,0
0,1
51,1
51,1
51,1
51,1
51,0
85,1
51,0
51,0
86,0
51,0
3,3
3,3
0,3
3,3
0,3
47,3
0,22
0,22
0,1
48,1
0,0
3,3
3,3
3,3
3,3
610,4
7,4
8,4
9,4
9,4
9,4
9,4
608,4
9,4
9,4
9,4
18,23
61,4
18,10
15,9
16,9
3,3
3,3
3,3
3,3
6,3
15,9
15,9
3,3
3,3
3,3
3,3
3,3
6,3
58,9
58,9
58,9
58,9
58,9
434,9
459,9
7,9
610,4
7,3
7,3
7,9
7,9
3,3
3,3
3,3
0,3
3,3
0,3
0,3
0,3
47,3
0,22
0,1
0,1
0,1
0,0
51,1
51,1
51,1
51,1
85,1
51,0
86,0
51,0
51,0
51,0
3,3
0,3
3,3
3,3
0,3
0,3
47,3
0,22
36,1
0,1
48,1
0,1
0,1
51,1
51,1
51,1
85,1
3,3
3,3
3,3
3,3
3,3
3,3
7,4
7,4
8,4
7,4
9,4
9,4
3,3
0,3
3,3
54,21
0,3
3,3
3,3
3,3
3,3
10,4
11,4
4,4
0,3
0,22
0,1
0,1
48,1
0,0
0,1
51,1
51,1
51,1
51,1
51,1
51,1
51,1
85,1
51,0
86,0
83,0
82,0
82,0
82,0
51,1
51,1
51,1
51,1
51,0
51,0
51,0
0,1
51,1
127,1
128,1
51,1
51,1
1,1
51,1
250,1
249,1
250,1
250,1
79,1
79,1
1,1
249,1
249,1
249,1
249,1
249,1
79,1
1,1
1,1
1,1
1,43
249,1
250,1
250,1
79,1
1,1
87,43
49,43
49,43
49,43
49,43
49,43
49,43
85,1
49,43
85,43
85,43
85,43
49,14
49,14
50,1
49,1
49,1
49,1
251,43
172,1
49,43
87,43
49,43
49,43
49,43
49,43
260,43
49,43
49,43
49,14
49,14
30,8
30,17
30,17
6,8
15,17
6,17
413,11
45,20
15,20
15,20
15,20
15,20
15,20
10,4
53,4
53,4
61,4
130,63
11,11
11,11
11,11
11,11
11,11
11,50
11,50
11,50
11,50
11,50
11,50
15,20
15,20
15,20
58,9
58,9
58,9
58,9
58,9
58,9
58,9
58,9
58,9
58,4
11,4
9,4
11,4
58,31
58,31
58,31
58,21
58,21
58,21
155,3
58,9
95,31
54,31
54,31
54,31
54,21
54,21
3,3
54,21
0,3
3,3
54,21
3,3
54,21
3,3
3,3
15,9
58,9
58,9
170,3
0,3
3,3
3,3
3,3
3,3
58,9
58,9
58,9
58,9
58,4
58,4
11,4
58,4
58,23
163,188
163,188
163,188
163,188
163,188
58,23
294,104
58,63
58,63
519,63
58,63
168,63
168,63
758,148
758,148
759,148
760,148
758,148
556,148
540,149
758,149
758,149
615,188
760,188
758,149
163,188
163,188
761,147
133,149
758,149
761,147
761,148
541,149
761,147
761,147
759,148
759,148
758,148
762,148
762,148
762,148
163,148
163,148
656,148
656,148
656,105
294,104
294,104
338,19
58,4
338,19
58,4
58,4
58,4
11,4
58,23
18,23
58,23
10,4
58,63
36,18
11,4
58,63
652,104
30,39
4,4
58,63
58,63
58,63
58,63
168,63
168,63
3,3
3,3
3,3
3,3
3,3
6,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
72,18
72,0
610,4
6,3
7,4
7,4
8,4
9,4
76,31
9,4
3,3
9,4
3,3
608,4
3,3
76,31
3,3
3,3
11,4
4,4
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
102,0
72,0
6,3
15,9
15,9
15,9
15,9
15,9
15,9
17,9
15,8
15,8
30,8
32,17
32,17
32,17
46,20
46,20
46,17
46,20
46,20
46,20
46,20
30,17
30,17
15,17
413,11
44,20
45,20
15,20
46,20
46,20
30,8
30,17
32,17
32,17
32,17
32,17
32,17
259,17
30,8
6,17
6,17
6,17
414,17
30,8
30,8
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,8
3,3
3,3
95,31
95,31
54,31
54,31
88,21
102,21
88,21
97,31
88,21
88,21
3,21
3,21
3,3
3,3
3,3
3,3
54,31
54,21
3,3
54,21
54,21
3,3
54,21
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
608,4
610,4
7,4
7,4
9,4
9,4
9,4
61,4
18,23
18,10
16,9
15,9
17,9
15,8
15,8
30,17
30,17
32,17
32,17
32,17
45,17
72,1
36,1
72,14
49,14
35,14
48,14
72,14
49,1
49,1
45,17
49,1
79,1
1,1
83,0
83,0
172,1
83,0
87,1
49,43
87,1
85,1
87,1
87,0
86,0
87,0
87,0
51,0
0,3
0,3
0,22
0,22
0,1
36,1
0,1
0,1
48,1
0,0
51,1
51,1
51,1
51,1
51,0
51,0
3,3
3,3
3,3
0,3
3,3
414,17
15,20
414,17
414,17
414,20
15,20
414,20
44,20
45,20
45,20
45,17
45,17
45,17
45,17
45,17
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
414,17
259,17
3,3
3,3
3,3
3,3
3,3
4,3
15,9
15,9
15,9
17,9
15,8
44,20
45,20
45,17
45,17
45,17
45,17
76,17
76,17
76,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,8
6,17
6,17
414,17
76,17
3,3
3,3
3,3
3,3
6,3
15,9
15,9
15,9
15,9
15,9
15,9
17,9
15,8
15,8
15,17
15,20
44,20
45,20
45,20
45,17
45,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
412,8
6,8
6,8
6,17
6,17
414,17
76,17
76,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
4,3
6,3
15,9
15,9
15,9
17,9
44,20
45,20
45,20
45,17
45,17
45,17
15,20
45,20
15,20
414,11
11,50
11,50
11,50
45,20
45,20
45,11
45,11
45,17
45,17
45,17
15,20
6,17
414,17
76,17
76,17
76,17
92,14
45,17
45,17
3,3
3,3
3,3
3,3
3,3
3,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,8
6,8
6,17
3,3
3,3
3,3
3,3
3,3
6,3
4,3
6,3
6,3
3,3
3,3
3,3
3,3
3,3
3,3
4,3
7,4
7,4
8,4
9,4
9,4
61,4
9,4
701,23
18,23
61,4
16,9
15,9
16,9
17,9
15,8
15,8
30,8
414,17
32,17
32,17
32,17
32,17
35,14
76,17
72,14
35,14
45,17
72,1
36,1
72,14
49,14
49,14
49,14
50,1
49,1
49,1
49,1
1,1
83,0
87,1
87,1
85,1
87,1
83,0
87,0
86,0
87,0
87,0
51,1
51,1
51,0
85,1
51,0
51,0
88,0
88,0
89,0
51,1
97,31
88,21
88,21
88,21
88,21
88,21
72,0
95,31
54,31
54,31
54,31
54,31
54,21
54,21
54,21
54,21
3,3
3,3
54,21
54,21
3,3
3,3
97,31
88,21
102,21
88,21
88,21
3,21
3,3
3,3
3,3
3,3
95,31
54,31
54,31
88,21
102,21
54,21
54,21
3,3
102,21
54,21
3,3
54,21
3,3
3,3
3,3
3,3
3,3
610,4
4,3
7,4
7,4
7,4
9,4
9,4
608,4
9,4
9,4
18,10
16,9
15,9
16,9
17,9
15,8
